PMID,year,type,num_citations,num_authors,authors,institutions,c04_referencelist,subfield,field,domain,sustainable_development_goals,sdg_query_source,keyword_analysis,collaborative_index,license,journal_impact_factor,citations_geographical,page_count,publisher,apc_paid,open_access_status,Novelty
36029430,2022,article,3,4,"['Fiona Given', 'Meredith Allan', 'Shaun McCarthy', 'Bronwyn Hemsley']","['University of Technology Sydney', 'University of Technology Sydney', 'University of Newcastle Australia', 'University of Technology Sydney']","[{'item': 69874440}, {'item': 40755224}, {'item': 58621816}, {'item': 4268036}, {'item': 60505074}, {'item': 84321254}, {'item': 64456485}, {'item': 7181499}, {'item': 35102714}, {'item': 23050664}, {'item': 5367072}, {'item': 89620956}]",Autonomy,Health care,Equity (law),['Good Health and Well Being'],Good Health and Well Being,Missing,Missing,Missing,Missing,Missing,Missing,Missing,,Missing,-8.993526949664687
42160467,2022,article,2,0,[],[],"[{'item': 49259811}, {'item': 71231361}, {'item': 82460394}, {'item': 25995145}, {'item': 82826249}, {'item': 54922286}, {'item': 94278994}]",Geospatial analysis,Sustainable living,Environmental planning,['Good Health and Well Being'],Good Health and Well Being,Missing,Missing,Missing,Missing,Missing,Missing,Missing,,Missing,-5.929132437789263
32948237,2022,article,2,1,['Rulina Viloria'],"['T.K.M. College of Arts and Science', 'San Beda University']","[{'item': 50439965}, {'item': 21005227}, {'item': 23518404}, {'item': 3797381}, {'item': 35169330}, {'item': 56879650}, {'item': 56925633}, {'item': 19541012}, {'item': 31223273}, {'item': 78096001}, {'item': 64723564}, {'item': 58911410}, {'item': 26639562}, {'item': 67807702}, {'item': 72081830}, {'item': 95072216}, {'item': 53965894}, {'item': 13934793}, {'item': 6313092}, {'item': 60064749}, {'item': 93441632}, {'item': 76897119}, {'item': 38399191}, {'item': 3667009}, {'item': 2542175}, {'item': 40884495}, {'item': 12139913}, {'item': 76793020}, {'item': 94058043}, {'item': 22088913}, {'item': 31327509}, {'item': 68607680}, {'item': 6674260}, {'item': 79371682}, {'item': 85543611}, {'item': 78621660}, {'item': 37794437}]",Business,Well-being,Environmental planning,['Good Health and Well Being'],Good Health and Well Being,Missing,Missing,Missing,Missing,Missing,Missing,Missing,,Missing,-5.353768292885701
63003705,2022,review,269,22,"['Luísa Sório Flor', 'Joseph Friedman', 'Cory N Spencer', 'Jack Cagney', 'Alejandra Arrieta', 'Molly E Herbert', 'Caroline Stein', 'Erin C Mullany', 'Julia Hon', 'Vedavati Patwardhan', 'Ryan M Barber', 'James K. Collins', 'Simon I Hay', 'Stephen S Lim', 'Rafael Lozano', 'Ali H. Mokdad', 'Christopher J L Murray', 'Robert C. Reiner', 'Reed J D Sorensen', 'Annie Haakenstad', 'David M. Pigott', 'Emmanuela Gakidou']","['University of Washington', 'Institute for Health Metrics and Evaluation', 'Institute for Health Metrics and Evaluation', 'University of Washington', 'Institute for Health Metrics and Evaluation', 'University of Washington', 'University of Washington', 'Institute for Health Metrics and Evaluation', 'Institute for Health Metrics and Evaluation', 'University of Washington', 'University of Washington', 'Institute for Health Metrics and Evaluation', 'Institute for Health Metrics and Evaluation', 'University of Washington', 'Institute for Health Metrics and Evaluation', 'University of Washington', 'Institute for Health Metrics and Evaluation', 'University of Washington', 'Institute for Health Metrics and Evaluation', 'University of Washington', 'Institute for Health Metrics and Evaluation', 'University of Washington', 'Institute for Health Metrics and Evaluation', 'University of Washington', 'Institute for Health Metrics and Evaluation', 'University of Washington', 'University of Washington', 'Institute for Health Metrics and Evaluation', 'Institute for Health Metrics and Evaluation', 'University of Washington', 'University of Washington', 'Institute for Health Metrics and Evaluation', 'Institute for Health Metrics and Evaluation', 'University of Washington', 'Institute for Health Metrics and Evaluation', 'University of Washington', 'University of Washington', 'Institute for Health Metrics and Evaluation', 'University of Washington', 'Institute for Health Metrics and Evaluation', 'Institute for Health Metrics and Evaluation', 'University of Washington', 'Institute for Health Metrics and Evaluation', 'University of Washington']","[{'item': 1796383}, {'item': 9663544}, {'item': 75436638}, {'item': 65051465}, {'item': 69326142}, {'item': 18258758}, {'item': 69634202}, {'item': 63681141}, {'item': 97103380}, {'item': 77146253}, {'item': 6638689}, {'item': 22088294}, {'item': 54550658}, {'item': 47574852}, {'item': 18364151}, {'item': 27603060}, {'item': 56607484}, {'item': 52014}, {'item': 48071998}, {'item': 35797661}, {'item': 94445403}, {'item': 38215374}, {'item': 12933088}, {'item': 75532586}, {'item': 20046256}, {'item': 59159804}, {'item': 96624390}, {'item': 22380612}, {'item': 80070429}, {'item': 70403412}, {'item': 80022755}, {'item': 85108243}, {'item': 73998971}, {'item': 76051527}, {'item': 79589129}, {'item': 84590037}, {'item': 10377482}, {'item': 52334223}, {'item': 25723215}, {'item': 70952207}]",Pandemic,Demography,Logistic regression,['Gender Equality'],Gender Equality,Missing,Missing,Missing,Missing,Missing,Missing,Missing,"{'value': 6830, 'currency': 'USD', 'value_usd': 6830, 'provenance': 'doaj'}",Missing,-6.462194203002135
91396544,2022,book-chapter,23,1,['Sinan Küfeoğlu'],['University of Cambridge'],"[{'item': 59095350}, {'item': 87432300}, {'item': 44444282}, {'item': 7988645}, {'item': 55170735}, {'item': 7042264}, {'item': 96507117}, {'item': 54758320}, {'item': 94278994}]",Sanitation,Clean water,Business,['Clean Water and Sanitation'],Clean Water and Sanitation,Missing,Missing,Missing,Missing,Missing,Missing,Missing,,Missing,-4.732714985107776
69129651,2022,article,21,2,"['Adhena Ayaliew Werkneh', 'Shifare Berhe Gebru']","['Mekelle University', 'Mekelle University']","[{'item': 7956946}, {'item': 21294822}, {'item': 54089599}, {'item': 55372884}, {'item': 68506245}, {'item': 93141315}, {'item': 30379235}, {'item': 10014294}, {'item': 91141609}, {'item': 91346224}, {'item': 26024596}, {'item': 81098698}, {'item': 71342363}, {'item': 23764904}, {'item': 57242940}, {'item': 11579672}, {'item': 92515386}, {'item': 96705740}, {'item': 45961171}, {'item': 70205870}, {'item': 90187453}, {'item': 38959211}, {'item': 53284878}, {'item': 79685491}, {'item': 48662641}, {'item': 11757202}, {'item': 58883418}, {'item': 34174757}, {'item': 39371289}, {'item': 37082777}, {'item': 2815019}, {'item': 64859174}, {'item': 55704918}, {'item': 162398}, {'item': 38811475}, {'item': 52059711}, {'item': 3378075}, {'item': 89414241}, {'item': 4539344}, {'item': 57656390}, {'item': 39727066}, {'item': 5226827}, {'item': 2164071}, {'item': 52120573}, {'item': 41546003}, {'item': 60419310}, {'item': 41711853}, {'item': 95930476}, {'item': 22176577}, {'item': 13528725}, {'item': 48451035}, {'item': 74702244}, {'item': 35122132}, {'item': 59535280}, {'item': 76165123}, {'item': 42158678}, {'item': 41732332}, {'item': 76392539}, {'item': 63567341}, {'item': 96247865}, {'item': 57480175}, {'item': 54078060}, {'item': 26701916}, {'item': 32072649}, {'item': 21213281}, {'item': 88431728}, {'item': 11070510}, {'item': 11239397}, {'item': 9301078}, {'item': 32816086}, {'item': 54575356}, {'item': 3154726}, {'item': 34745637}, {'item': 9482901}, {'item': 37149455}, {'item': 1760710}, {'item': 59383974}, {'item': 50310317}, {'item': 36928314}, {'item': 3178361}, {'item': 80247906}, {'item': 97732045}, {'item': 11321892}, {'item': 52138073}, {'item': 16527419}, {'item': 73709964}, {'item': 4439636}, {'item': 36956183}, {'item': 61296769}, {'item': 81722761}, {'item': 66959466}, {'item': 1981685}, {'item': 12360266}, {'item': 51213915}, {'item': 86485702}, {'item': 11076347}, {'item': 40205091}, {'item': 98561379}, {'item': 29701455}, {'item': 61170337}, {'item': 66420209}, {'item': 6262951}, {'item': 20138696}, {'item': 1829815}, {'item': 72903240}, {'item': 56123715}, {'item': 99318450}, {'item': 15402399}, {'item': 85561219}, {'item': 69960729}, {'item': 67906972}]",Sanitation,Wastewater,Biogas,['Clean Water and Sanitation'],Clean Water and Sanitation,Missing,Missing,Missing,Missing,Missing,Missing,Missing,"{'value': 2000, 'currency': 'USD', 'value_usd': 2000, 'provenance': 'doaj'}",Missing,-4.388356763676596
18104232,2022,article,19,2,"['B. M. Shehu', 'Fibha Nazim']","['University of Waterloo', 'University of Waterloo']","[{'item': 68506245}, {'item': 85654653}, {'item': 36118579}, {'item': 43262316}, {'item': 52445865}, {'item': 93926046}, {'item': 88970326}, {'item': 24738620}, {'item': 5643034}, {'item': 21049782}, {'item': 56481290}, {'item': 26500553}, {'item': 34896344}, {'item': 40634298}, {'item': 71095226}, {'item': 18447722}, {'item': 16775459}, {'item': 40586283}]",Sanitation,Poverty,Government (linguistics),['Clean Water and Sanitation'],Clean Water and Sanitation,Missing,Missing,Missing,Missing,Missing,Missing,Missing,,Missing,-6.1119170647466206
67639866,2022,article,14,3,"['Riya Bhattacharya', 'Archana Kumari', 'Debajyoti Bose']","['Shoolini University', 'Magadh University', 'Shoolini University']","[{'item': 38271162}, {'item': 70458692}, {'item': 1343184}, {'item': 46036307}, {'item': 32669573}, {'item': 53640378}, {'item': 48388808}, {'item': 43261512}, {'item': 85952183}, {'item': 66210176}, {'item': 82980129}, {'item': 81305284}, {'item': 20867148}, {'item': 17441083}, {'item': 22612504}, {'item': 58351712}, {'item': 72041396}, {'item': 53287061}, {'item': 55663027}, {'item': 98786005}, {'item': 24697534}, {'item': 47994638}, {'item': 47377548}, {'item': 1382634}, {'item': 90862476}, {'item': 83079105}, {'item': 62026325}, {'item': 27077246}, {'item': 58951214}, {'item': 18451157}]",Sanitation,Sustainability,Biotechnology,['Clean Water and Sanitation'],Clean Water and Sanitation,Missing,Missing,Missing,Missing,Missing,Missing,Missing,,Missing,-6.015302418010701
80016446,2022,review,14,2,"['Venkatesh Baskaran', 'R. Velkennedy']","['Government College of Engineering, Tirunelveli']","[{'item': 4845574}, {'item': 51617243}, {'item': 50375419}, {'item': 76127964}, {'item': 33827725}, {'item': 66795253}, {'item': 48878797}, {'item': 87295476}, {'item': 44282460}, {'item': 83643848}, {'item': 60599922}, {'item': 10505244}, {'item': 48381131}, {'item': 75344880}, {'item': 32842148}, {'item': 15018753}, {'item': 90911396}, {'item': 70782983}, {'item': 86362594}, {'item': 48526754}, {'item': 8121403}, {'item': 80693592}, {'item': 69405056}, {'item': 66693878}, {'item': 29599488}, {'item': 1397028}, {'item': 52729199}, {'item': 67322512}, {'item': 98037742}, {'item': 85976586}, {'item': 13885333}, {'item': 23872532}, {'item': 69732702}, {'item': 70043585}, {'item': 1195526}, {'item': 51794185}, {'item': 72467303}, {'item': 85305373}, {'item': 85359966}, {'item': 7042264}, {'item': 88708258}, {'item': 43536012}, {'item': 45931794}, {'item': 18217436}, {'item': 37156792}, {'item': 74965647}, {'item': 45462662}, {'item': 65330542}, {'item': 10231870}, {'item': 4905930}, {'item': 11690440}, {'item': 45080228}, {'item': 9323146}, {'item': 81758588}, {'item': 59091252}, {'item': 13414999}]",Sanitation,Sustainable development,Pace,['Clean Water and Sanitation'],Clean Water and Sanitation,Missing,Missing,Missing,Missing,Missing,Missing,Missing,,Missing,-5.045785861634462
20984518,2022,article,11,2,"['Venkatesh Baskaran', 'R. Velkennedy']","['Government College of Engineering, Tirunelveli']","[{'item': 22322659}, {'item': 32926336}, {'item': 57157771}, {'item': 72809464}, {'item': 36353894}, {'item': 29426093}, {'item': 32606908}, {'item': 36060617}, {'item': 44538484}, {'item': 44282460}, {'item': 8735985}, {'item': 42015511}, {'item': 14792219}, {'item': 79624965}, {'item': 9548492}, {'item': 74542855}, {'item': 52556045}, {'item': 62352135}, {'item': 84280727}, {'item': 69080389}, {'item': 58054225}, {'item': 14436075}, {'item': 97878816}, {'item': 1397028}, {'item': 6798960}, {'item': 27265234}, {'item': 40178877}, {'item': 22509103}, {'item': 19600241}, {'item': 99004192}, {'item': 56549653}, {'item': 56265863}, {'item': 40373503}, {'item': 1195526}, {'item': 39566374}, {'item': 40676437}, {'item': 9613938}, {'item': 55895104}, {'item': 22000772}, {'item': 43536012}, {'item': 63114575}, {'item': 42379757}, {'item': 72987666}, {'item': 52770310}, {'item': 72754767}, {'item': 12385861}, {'item': 67018750}, {'item': 39670364}, {'item': 41974687}, {'item': 48573669}, {'item': 78022057}, {'item': 53484088}, {'item': 77670897}, {'item': 40234306}, {'item': 77471591}, {'item': 94444816}, {'item': 28267409}, {'item': 80016446}, {'item': 75513006}, {'item': 80483977}]",Sanitation,Municipal corporation,Action plan,['Clean Water and Sanitation'],Clean Water and Sanitation,Missing,Missing,Missing,Missing,Missing,Missing,Missing,,Missing,-4.924288308573662
34065513,2022,article,9,2,"['Beauty Zindi', 'Elvin Shava']","['University of Fort Hare', 'University of Johannesburg']","[{'item': 63238943}, {'item': 30292909}, {'item': 28340376}, {'item': 76168713}, {'item': 23708971}, {'item': 69094201}, {'item': 31054073}, {'item': 70000261}, {'item': 36234859}, {'item': 37114436}, {'item': 29374997}, {'item': 50896199}, {'item': 20070991}, {'item': 46427288}, {'item': 92606170}, {'item': 37882360}, {'item': 61806079}, {'item': 48801451}, {'item': 81470865}, {'item': 23878616}, {'item': 34079046}, {'item': 32684016}, {'item': 61711125}, {'item': 64636488}, {'item': 4248069}, {'item': 74315229}, {'item': 47122654}, {'item': 17078226}, {'item': 15296792}, {'item': 17441083}, {'item': 53372952}, {'item': 62149322}, {'item': 23846779}, {'item': 9331604}, {'item': 77225553}, {'item': 58055917}, {'item': 25660657}, {'item': 21978723}, {'item': 88740624}, {'item': 98834111}]",Sanitation,Millennium Development Goals,Water supply,['Clean Water and Sanitation'],Clean Water and Sanitation,Missing,Missing,Missing,Missing,Missing,Missing,Missing,"{'value': 11007, 'currency': 'ZAR', 'value_usd': 597, 'provenance': 'doaj'}",Missing,-6.462194203002135
52202332,2022,article,6,2,"['Romesh Sharma', 'Om Raj Katoch']","['University of Jammu', 'University of Jammu']","[{'item': 43861155}, {'item': 82950552}, {'item': 10543540}, {'item': 54887185}, {'item': 88501427}, {'item': 57931692}, {'item': 54484880}, {'item': 60190915}, {'item': 4184513}, {'item': 7223052}, {'item': 2544635}, {'item': 14992850}, {'item': 2069893}, {'item': 42804790}, {'item': 58792489}, {'item': 61476302}, {'item': 32302830}, {'item': 83249870}]",Sanitation,Premise,Sustainable development,['Clean Water and Sanitation'],Clean Water and Sanitation,Missing,Missing,Missing,Missing,Missing,Missing,Missing,,Missing,-5.975321820258637
83720665,2022,article,4,2,"['Sidik Budiono', 'John Tampil Purba']","['Pelita Harapan University', 'Pelita Harapan University']","[{'item': 1913032}, {'item': 23820900}, {'item': 62236994}, {'item': 72218880}, {'item': 85719035}, {'item': 58959578}, {'item': 39372735}, {'item': 11793771}, {'item': 62198857}, {'item': 18873351}, {'item': 26701434}, {'item': 41157102}, {'item': 84406433}, {'item': 12812410}, {'item': 85109585}, {'item': 37815343}, {'item': 71532552}, {'item': 35556771}, {'item': 92438856}, {'item': 87432300}, {'item': 4027458}, {'item': 14238360}, {'item': 48324388}, {'item': 68903924}, {'item': 27800620}, {'item': 4497838}, {'item': 79001706}, {'item': 12133017}, {'item': 47700473}, {'item': 90791984}, {'item': 94992181}, {'item': 36357819}, {'item': 1083312}, {'item': 42943736}, {'item': 12697855}, {'item': 60415996}, {'item': 71028937}, {'item': 24819839}, {'item': 71368536}, {'item': 72431379}, {'item': 3169788}, {'item': 7392883}, {'item': 71400367}, {'item': 17819974}, {'item': 72329509}, {'item': 18353179}, {'item': 36744585}, {'item': 3526473}, {'item': 17887011}, {'item': 47584445}, {'item': 13541148}, {'item': 24649033}, {'item': 40938700}, {'item': 40197378}, {'item': 6598152}, {'item': 80157387}, {'item': 1397028}, {'item': 19047264}, {'item': 86978680}, {'item': 7926315}, {'item': 38969929}, {'item': 87783140}, {'item': 90661257}, {'item': 97190654}, {'item': 64049317}, {'item': 95377112}, {'item': 78422441}, {'item': 43557665}, {'item': 18766854}, {'item': 3264245}, {'item': 77421366}, {'item': 9668158}, {'item': 88938125}, {'item': 52478529}]",Sanitation,Poverty,Purchasing power,['Clean Water and Sanitation'],Clean Water and Sanitation,Missing,Missing,Missing,Missing,Missing,Missing,Missing,"{'value': 1000000, 'currency': 'IDR', 'value_usd': 65, 'provenance': 'doaj'}",Missing,-5.208398612964646
55660054,2022,article,3,2,"['Putri S Kamila', 'Indah Rachmatiah Siti Salami']","['Bandung Institute of Technology', 'Bandung Institute of Technology']","[{'item': 55918470}, {'item': 27711796}, {'item': 95282319}, {'item': 31312050}, {'item': 38002724}]",Sanitation,Hygiene,Environmental health,['Clean Water and Sanitation'],Clean Water and Sanitation,Missing,Missing,Missing,Missing,Missing,Missing,Missing,,Missing,-11.016728773021647
99806073,2022,article,69,1,['Radosław Miśkiewicz'],['University of Szczecin'],"[{'item': 55225053}, {'item': 18131470}, {'item': 52527831}, {'item': 986099}, {'item': 30403637}, {'item': 90217870}, {'item': 82527562}, {'item': 66198522}, {'item': 86587176}, {'item': 91844464}, {'item': 19733696}, {'item': 6273263}, {'item': 47260168}, {'item': 52494721}, {'item': 57783035}, {'item': 10612679}, {'item': 56615186}, {'item': 81190814}, {'item': 83296710}, {'item': 77792272}, {'item': 55789608}, {'item': 40353349}, {'item': 74810305}, {'item': 46443671}, {'item': 26723048}, {'item': 61940458}, {'item': 16547833}, {'item': 77693997}, {'item': 76513368}, {'item': 33208954}, {'item': 57475865}, {'item': 35188449}, {'item': 72422128}, {'item': 39914679}, {'item': 20787668}, {'item': 70465872}, {'item': 36615996}, {'item': 94557644}, {'item': 78568111}, {'item': 11601262}, {'item': 96989082}, {'item': 95120306}, {'item': 56759860}, {'item': 85351280}, {'item': 64264069}, {'item': 17873677}, {'item': 72478068}, {'item': 82086744}, {'item': 19333391}, {'item': 45145734}, {'item': 23475320}, {'item': 32886485}, {'item': 88113416}, {'item': 47624560}, {'item': 56352132}, {'item': 87136340}, {'item': 10552464}, {'item': 81633274}, {'item': 16920930}, {'item': 98087480}, {'item': 97247713}, {'item': 37618100}, {'item': 30845975}, {'item': 83273111}, {'item': 3851059}, {'item': 69679170}, {'item': 51442125}, {'item': 75523881}, {'item': 66652448}, {'item': 24435496}, {'item': 11005415}, {'item': 91713657}, {'item': 44676415}, {'item': 45095201}, {'item': 22398899}, {'item': 20637311}, {'item': 93695657}, {'item': 33952980}, {'item': 35865416}, {'item': 69924686}, {'item': 22582309}, {'item': 19745634}, {'item': 51139370}, {'item': 68494958}, {'item': 75763712}, {'item': 67619119}, {'item': 96282320}, {'item': 40446942}, {'item': 1773802}, {'item': 98174857}, {'item': 58083809}, {'item': 85592519}, {'item': 3316656}, {'item': 12886783}, {'item': 20839418}, {'item': 84735997}, {'item': 80498192}, {'item': 52394841}, {'item': 17520786}, {'item': 23757199}, {'item': 66056084}, {'item': 81621765}, {'item': 4575624}, {'item': 74511994}, {'item': 48694083}, {'item': 11626404}, {'item': 32438236}, {'item': 45187423}, {'item': 267070}, {'item': 26862336}, {'item': 3969568}, {'item': 36270673}, {'item': 57828701}, {'item': 23707339}, {'item': 22678391}, {'item': 51306415}, {'item': 14503463}, {'item': 42525204}, {'item': 6071085}, {'item': 77144666}, {'item': 89321026}, {'item': 95604171}, {'item': 50338769}, {'item': 45174263}, {'item': 92388609}, {'item': 52950586}, {'item': 28623325}, {'item': 25219318}]",Sustainable development,Corporate governance,Renewable energy,['Affordable and Clean Energy'],Affordable and Clean Energy,Missing,Missing,Missing,Missing,Missing,Missing,Missing,"{'value': 2200, 'currency': 'CHF', 'value_usd': 2382, 'provenance': 'doaj'}",Missing,-4.1009433223442455
42986720,2022,article,63,9,"['M. Jayachandran', 'Ranjith Kumar Gatla', 'K. P. Prasad Rao', 'Gundala Srinivasa Rao', 'Salisu Mohammed', 'Ahmad H. Milyani', 'Abdullah Ahmed Azhari', 'C. Kalaiarasy', 'S. Geetha']","['Sri Manakula Vinayagar Medical College and Hospital', 'G Pulla Reddy Dental College & Hospital', 'CMR University', 'King Abdulaziz University', 'King Abdulaziz University']","[{'item': 21580783}, {'item': 28510134}, {'item': 33694058}, {'item': 26577559}, {'item': 45143498}, {'item': 89942122}, {'item': 78018203}, {'item': 48518986}, {'item': 93048576}, {'item': 74188470}, {'item': 17337993}, {'item': 88323979}, {'item': 61535953}, {'item': 49042369}, {'item': 97901159}, {'item': 65541459}, {'item': 17483959}, {'item': 74878352}, {'item': 45512943}, {'item': 42569794}, {'item': 77258690}, {'item': 26989264}, {'item': 59882754}, {'item': 37193044}, {'item': 53742743}, {'item': 65710440}, {'item': 87990658}, {'item': 9641070}, {'item': 96729829}, {'item': 29760184}, {'item': 56836138}, {'item': 57268002}, {'item': 68973022}, {'item': 7000569}, {'item': 68838861}, {'item': 98593128}, {'item': 14350433}, {'item': 81115254}, {'item': 96311551}, {'item': 50328086}, {'item': 73909599}, {'item': 24287870}, {'item': 20269357}, {'item': 5233683}, {'item': 68029027}, {'item': 85482750}, {'item': 51578659}, {'item': 63563893}, {'item': 37773890}, {'item': 44693677}, {'item': 9161379}, {'item': 70029490}, {'item': 97800342}, {'item': 92163445}, {'item': 89346741}, {'item': 62513393}, {'item': 70839656}, {'item': 9529774}, {'item': 62868984}, {'item': 33056843}, {'item': 18371543}, {'item': 7020714}, {'item': 15085201}, {'item': 22559011}, {'item': 28907412}, {'item': 6286826}, {'item': 51564060}, {'item': 28575087}, {'item': 17152373}, {'item': 25711811}, {'item': 67203600}, {'item': 15966703}, {'item': 6527766}, {'item': 32381544}, {'item': 46972493}, {'item': 71399376}, {'item': 66507910}, {'item': 68769225}, {'item': 93339595}, {'item': 36223632}, {'item': 94286086}, {'item': 33469621}, {'item': 14139366}, {'item': 65900119}, {'item': 62640935}, {'item': 71628189}, {'item': 66744088}, {'item': 97492817}, {'item': 26247316}, {'item': 56048932}, {'item': 72909135}, {'item': 6388386}, {'item': 68687102}, {'item': 70435705}, {'item': 81797202}, {'item': 35029934}, {'item': 21518549}, {'item': 65418152}, {'item': 65413015}, {'item': 57848041}, {'item': 61448550}, {'item': 71002970}, {'item': 6743594}, {'item': 61444362}, {'item': 27431750}, {'item': 24605716}, {'item': 46357838}, {'item': 99104416}, {'item': 4251716}, {'item': 95010505}, {'item': 26959564}, {'item': 678798}, {'item': 5403877}, {'item': 80536854}, {'item': 71086371}, {'item': 59580778}, {'item': 29859986}, {'item': 87612217}, {'item': 48473291}, {'item': 46551212}, {'item': 45492566}, {'item': 47749984}, {'item': 30020590}, {'item': 38360281}]",Renewable energy,Environmental economics,Greenhouse gas,['Affordable and Clean Energy'],Affordable and Clean Energy,Missing,Missing,Missing,Missing,Missing,Missing,Missing,,Missing,-4.164948784516593
64093385,2022,review,56,3,"['Oluleke Babayomi', 'Davo Ayuba Dahoro', 'Zhenbin Zhang']","['National Space Research and Development Agency', 'Shandong University', 'Shandong University', 'Nigerian Defence Academy', 'Shandong University']","[{'item': 27747984}, {'item': 55385835}, {'item': 85495747}, {'item': 56126072}, {'item': 89072519}, {'item': 12451470}, {'item': 18651357}, {'item': 1812105}, {'item': 53061686}, {'item': 53061541}, {'item': 51979158}, {'item': 33648412}, {'item': 5592272}, {'item': 6955417}, {'item': 99475498}, {'item': 12830655}, {'item': 50887982}, {'item': 41260675}, {'item': 98176900}, {'item': 29647822}, {'item': 15066077}, {'item': 61019925}, {'item': 86252308}, {'item': 962159}, {'item': 96779134}, {'item': 79712122}, {'item': 59530066}, {'item': 49034741}, {'item': 25728004}, {'item': 53567558}, {'item': 28323846}, {'item': 47589282}, {'item': 96723295}, {'item': 60555301}, {'item': 28076265}, {'item': 49588272}, {'item': 14644934}, {'item': 58046890}, {'item': 96686237}, {'item': 63757367}, {'item': 2572369}, {'item': 66617016}, {'item': 40944367}, {'item': 31233594}, {'item': 23832008}, {'item': 69272942}, {'item': 90467619}, {'item': 21993093}, {'item': 59771994}, {'item': 7376762}, {'item': 77396862}, {'item': 35711938}, {'item': 58951214}, {'item': 49550035}]",Developing country,Industrialisation,Urbanization,['Affordable and Clean Energy'],Affordable and Clean Energy,Missing,Missing,Missing,Missing,Missing,Missing,Missing,"{'value': 3000, 'currency': 'USD', 'value_usd': 3000, 'provenance': 'doaj'}",Missing,-5.570530339659947
95393274,2022,review,47,3,"['Velma Mukoro', 'Maria Sharmina', 'Alejandro Gallego‐Schmid']","['Tyndall Centre', 'University of Manchester', 'University of Manchester', 'Tyndall Centre', 'Tyndall Centre', 'University of Manchester']","[{'item': 66853039}, {'item': 3742835}, {'item': 29406025}, {'item': 1962844}, {'item': 62045034}, {'item': 63178626}, {'item': 82363082}, {'item': 56951612}, {'item': 92730733}, {'item': 55800469}, {'item': 75347537}, {'item': 53386421}, {'item': 85345510}, {'item': 39768851}, {'item': 32916239}, {'item': 76665610}, {'item': 39419144}, {'item': 10007426}, {'item': 83702608}, {'item': 13159439}, {'item': 57683477}, {'item': 19037979}, {'item': 26484778}, {'item': 28538061}, {'item': 1313683}, {'item': 79969459}, {'item': 96965332}, {'item': 29400793}, {'item': 2297318}, {'item': 52445707}, {'item': 97515183}, {'item': 21298352}, {'item': 7272088}, {'item': 88470458}, {'item': 27617935}, {'item': 40606201}, {'item': 40335851}, {'item': 56630105}, {'item': 36795688}, {'item': 80437142}, {'item': 28596744}, {'item': 50402996}, {'item': 21970769}, {'item': 8897153}, {'item': 39787033}, {'item': 15135274}, {'item': 33584493}, {'item': 9842758}, {'item': 34369837}, {'item': 82955139}, {'item': 58537798}, {'item': 43970331}, {'item': 42677816}, {'item': 16633076}, {'item': 78776100}, {'item': 46922588}, {'item': 16133014}, {'item': 52651940}, {'item': 58631675}, {'item': 6712455}, {'item': 28595474}, {'item': 83930221}, {'item': 89353817}, {'item': 57244352}, {'item': 28624411}, {'item': 63712851}, {'item': 22964139}, {'item': 17732328}, {'item': 62345133}, {'item': 9091022}, {'item': 80394247}]",Sustainability,Business model,Renewable energy,['Affordable and Clean Energy'],Affordable and Clean Energy,Missing,Missing,Missing,Missing,Missing,Missing,Missing,"{'value': 3300, 'currency': 'USD', 'value_usd': 3300, 'provenance': 'doaj'}",Missing,-5.29232701116271
